column_name,quickstats_section,quickstats_topic,quickstats_row_label,measure_type,source,initial_field_role,initial_modelling_use,notes
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_one_employed_part_time_other_not_working_count,Families,,"One employed part-time, other not working",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_one_employed_part_time_other_not_working_pct,Families,,"One employed part-time, other not working",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_other_count,Families,,Other,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_other_pct,Families,,Other,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_couple_family_with_children_count,Families,,Couple family with children,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_couple_family_with_children_pct,Families,,Couple family with children,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_couple_family_without_children_count,Families,,Couple family without children,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_couple_family_without_children_pct,Families,,Couple family without children,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_one_parent_family_count,Families,,One parent family,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_one_parent_family_pct,Families,,One parent family,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_other_family_count,Families,,Other family,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_family_composition_all_families_other_family_pct,Families,,Other family,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_single_parents_proportion_of_the_to_female_pct,Families,,Female,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_single_parents_proportion_of_the_to_male_pct,Families,,Male,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_none_of_the_selected_conditions_count,Health,,None of the selected conditions,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_none_of_the_selected_conditions_pct,Health,,None of the selected conditions,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_not_stated_count,Health,,Not stated,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_not_stated_pct,Health,,Not stated,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_one_condition_count,Health,,One condition,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_one_condition_pct,Health,,One condition,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_three_or_more_conditions_count,Health,,Three or more conditions,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_three_or_more_conditions_pct,Health,,Three or more conditions,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_two_conditions_count,Health,,Two conditions,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_count_of_selected_long_term_health_two_conditions_pct,Health,,Two conditions,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_any_other_long_term_health_condition_count,Health,,Any other long-term health condition(s),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_any_other_long_term_health_condition_pct,Health,,Any other long-term health condition(s),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_arthritis_count,Health,,Arthritis,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_arthritis_pct,Health,,Arthritis,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_asthma_count,Health,,Asthma,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_asthma_pct,Health,,Asthma,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_cancer_count,Health,,Cancer (including remission),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_cancer_pct,Health,,Cancer (including remission),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_dementia_count,Health,,Dementia (including Alzheimer's),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_health_unnamed_unnamed_type_of_long_term_health_condition_dementia_pct,Health,,Dementia (including Alzheimer's),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
